,job_title,frequency,job_category
203923,Sales and drver,1,sales assistant
203901,Lima learnerships ,1,learnership
203900,Peer educator ,1,Unclassified
203899,Meat deborning,1,Unclassified
203898,Bakers assistant,1,food preparation
203879,Sales girl,1,sales assistant
203876,Legal Secretary ,1,receptionist
203875,office administrator,1,admin assistant clerk
203874,Arch welding,1,maintenance
203873,Radio Presenter,1,Unclassified
203872,Cleaning at school hall for one day preparing for matric dance ,1,cleaner
203871,Pest control ,1,Unclassified
203870,Air con installation,1,Unclassified
203869,Mortuary assistant,1,Unclassified
203868,"Garden services, Agro processing",1,Unclassified
203867,Selling at the shop ,1,sales assistant
203866,Nanny/Au pair,1,childcare
203865,The Logs,1,Unclassified
203864,Ceiling installer and painter,1,maintenance
203863,floor fitter,1,Unclassified
203880,Educarer,1,Unclassified
203881,Tarven  Bartender,1,food preparation
203882,Daycare assistant ,1,Unclassified
203891,UBER DRIVER ,1,driver
203897,Front Desk Receptionist ,1,receptionist
203896,Egg supplies,1,Unclassified
203895,Assistant shop,1,sales assistant
203894,Fast food restaurants,1,food preparation
203893,Working at internet cafe,1,intern
203892,Braai master and waiter,1,waitron
203890,Delivery driver ,1,driver
203883,Covid 19 screener ,1,covid19 screener
203889,Typist and general filing,1,Unclassified
203888,Doing hair and nails,1,Unclassified
203887,Technical assistant,1,Unclassified
203886,We cater and do decor at weddings ,1,Unclassified
203885,Laundry washing service,1,Unclassified
203884,Finance intern,1,intern
203940,Sales man ,1,sales assistant
203941,Yes participants ,1,Unclassified
203943,Sales person/Sales agent,1,sales assistant
203984,Making shwama,1,Unclassified
204000,Freelance actor ,1,Unclassified
203999,Small(Sphaza)I'm a cashier,1,cashier
203998,Air conditioning installation,1,Unclassified
203997,Indipendent sales agent,1,sales assistant
203996,Bus Conductor ,1,bus conductor
203995,Selling Avon,1,sales assistant
203994,Driver at yabantu couriers ,1,driver
203993,admin,1,admin assistant clerk
203992,Store keeper ,1,sales assistant
203991,General Practitioner,1,Unclassified
203990,Deco and Catering business,1,Unclassified
203989,Fitter Assistant,1,Unclassified
203988,Tuition Teacher,1,tutor
203987,waste management,1,Unclassified
203986,Selling cookies,1,sales assistant
204001,Senior admin,1,admin assistant clerk
204002,Marketing Intern,1,intern
204003,Junior platter and Baker chef,1,food preparation
204012,prepairing food . ,1,food preparation
204018,Junior draughtsman,1,Unclassified
204017,Administrator and Operations Manager ,1,admin assistant clerk
204016,Community work ,1,Unclassified
204015,Farm work,1,Unclassified
204014,Selling fast food ,1,sales assistant
204013,Support Consultant ,1,advisers/consultants
204011,Back of House,1,cleaner
204004,Educator's assistant,1,education assistant
204010,Initiate school,1,Unclassified
204009,Selling ice cube packs ,1,sales assistant
204008,Selling fast foods ,1,sales assistant
204007,Assistant administrator,1,admin assistant clerk
204006,"general work , casheir , cleaner , waitress",1,cashier
204005,Iam a capanter part time ,1,Unclassified
203985,Security guard /general assistance ,1,security
203983,Driving bolt ,1,Unclassified
203944,Enterprener ,1,Unclassified
203982,In-service training for farming management,1,Unclassified
203959,Installer ,1,Unclassified
203958,Funda Nathi Extra Lessons,1,Unclassified
203957,Early Childhood Development ,1,childcare
203956,Sewing machine,1,machine operator
203955,Helping with homework ,1,tutor
203954,Administration office ,1,admin assistant clerk
203953,Nollywood club ,1,Unclassified
203952,Laying fabric,1,Unclassified
203951,Sales assistant(general),1,sales assistant
203950,Any job for general worker,1,general worker
203949,Educator at mseni primary,1,education assistant
203948,"Nanny, housemaid",1,cleaner
203947,Supervisor assistant,1,manager
203946,school general assistant,1,education assistant
203945,Assistant Teachers Independent Volunteer ,1,tutor
203960,Cultural studies/dance /Selling goods ,1,sales assistant
203961,Retail salesperson ,1,sales assistant
203962,Virtual admin,1,admin assistant clerk
203975,Management,1,Unclassified
203981,Garden services,1,Unclassified
203980,Tyre fitter,1,Unclassified
203979,Safety representative,1,brand promoter
203978,electrical trainee,1,maintenance
203977,Am building houses for communities,1,cleaner
203976,Apholstery,1,Unclassified
203971,SINTAIO FASHION,1,Unclassified
203963,shopkeeper,1,sales assistant
203970,Entrepreneur ,1,Unclassified
203969,Macdonald's company,1,Unclassified
203968,Malindi,1,Unclassified
203966,Assisting with drafting of the books of accounts,1,Unclassified
203965,Construction builder,1,construction
203964,Truck assistance,1,Unclassified
203527,Admin/clerk ,1,admin assistant clerk
203526,Building labour,1,construction
203525,Construction and forestry,1,construction
202407,Customer service agent,1,call centre agent
202405,Production assistant ,1,Unclassified
202404,Internship ,1,intern
202403,Department of Basic Education ,1,Unclassified
202402,Educator's assistant,1,education assistant
202401,Project Administrator,1,admin assistant clerk
202400,Cashier ,1,cashier
202399,Waiter,1,waitron
202398,Grade RR,1,Unclassified
202397,Supervisor,1,manager
202396, Contractor/ General worker ,1,general worker
202395,Covid-19 Screener,1,covid19 screener
202394,Sales Associate ,1,sales assistant
202393,Receptionist,1,receptionist
202392,Customer service agent ,1,call centre agent
202391,Graduate Trainee- Audit Compliance ,1,finance
202406,Education assistant,1,education assistant
202408,Thabanapitsi sec school,1,Unclassified
202426,Field work supervisor ,1,manager
202409,General Assistant ,1,education assistant
202424,Brand ambassador ,1,brand promoter
202423,Sales assistant ,1,sales assistant
202422,Retail associate,1,sales assistant
202421,Marketing Intern,1,intern
202420,Sales man,1,sales assistant
202419,Operator,1,Unclassified
202418,Educator Assistant,1,education assistant
202417,General Assistant ,1,education assistant
202416,Retail ,1,sales assistant
202415,Educational Assistance,1,education assistant
202414,Plumbing and construction,1,construction
202413,Lab facilitator,1,facilitator
202412,Fieldworker,1,Unclassified
202411,Relief Staff,1,Unclassified
202410,Survey driver,1,driver
202390,Part time Sales assistant and cashier,1,cashier
202389,Confectionery Baking Learnership ,1,learnership
202388,General school assistant ,1,education assistant
202387,Cleaner,1,cleaner
202368,IT Service Desk,1,Unclassified
202367,Merchandiser ,1,stockroom assistant
202366,Cleaner ,1,cleaner
202365,General assistant,1,education assistant
202364,Call center agent,1,call centre agent
202363,Telesales Agent,1,sales assistant
202362,Cook assistant and waitressing,1,food preparation
202361,"Retail Assistant, sales consultant, Receiving Clerk ",1,admin assistant clerk
202360,Learnership ,1,learnership
202359,Sorting,1,Unclassified
202358,Cleaner,1,cleaner
202357,PCA (PLAY CANYON ATTENDANCE ,1,Unclassified
202356,Baker,1,food preparation
202355,admin assistant,1,admin assistant clerk
202354,animal productionist ,1,Unclassified
202369,Education Assistant ,1,education assistant
202370,Educator Assistant,1,education assistant
202371,Hair stylist,1,Unclassified
202380,Screening ,1,Unclassified
202386,Education assistant,1,education assistant
202385,Debt Collections,1,Unclassified
202384,Admin Clerk ,1,admin assistant clerk
202383,RECEPTIONIST and Admin Assistant ,1,admin assistant clerk
202382,Internship,1,intern
202381,Packer and checker,1,picker packer
202379,Independent sales Agent,1,sales assistant
202372,Business Analyst ,1,Unclassified
202378,Crew trainer,1,Unclassified
202377,Checkout Assistant ,1,Unclassified
202376,Lab Assistant,1,Unclassified
202375,Project Administrator ,1,admin assistant clerk
202374,Operator,1,Unclassified
202373,Inventory Manager ,1,manager
202425,Driver,1,driver
202427,Covid Screener,1,covid19 screener
203524,R.a organisation,1,Unclassified
202483,Pharmacist assistant (post-basic),1,Unclassified
202481,Digital Outreach Specialist,1,Unclassified
202480,Customer Services Agent,1,call centre agent
202479,Community Advocacy Officer,1,Unclassified
202478,Office admin ,1,admin assistant clerk
202477,Betting clerk,1,admin assistant clerk
202476,Covid-19 screener,1,covid19 screener
202475,Production,1,Unclassified
202474,Administrator,1,admin assistant clerk
202473,Machine operator,1,machine operator
202472,Examination Assistant,1,Unclassified
202471,Educator assistant ,1,education assistant
202470,Data capture ,1,data capturer
202469,Techzone ,1,Unclassified
202468,Sales Advisor,1,sales assistant
202467,Resptionist,1,Unclassified
202482,Warehouse operator,1,cleaner
202484,Waitress,1,waitron
202428,Senior School Administrator ,1,admin assistant clerk
202485,Intern,1,intern
202500,Screening ,1,Unclassified
202499,Sales agent,1,sales assistant
202498,Intern,1,intern
202497,Warehouses Assistant ,1,cleaner
202496,Packer,1,picker packer
202495,Sales Executive ,1,sales assistant
202494,Educational assistant (curriculum),1,education assistant
202493,Receiving clerk ,1,admin assistant clerk
202492,Teaching assistant,1,tutor
202491,Saleswoman,1,sales assistant
202490,Toll collector,1,Unclassified
202489,Till packer,1,cashier
202488,Fielwork Supervisor,1,manager
202487,General Worker ,1,general worker
202486,Driver's Assistant ,1,driver
202466,Sales agent,1,sales assistant
202465,Merchandiser ,1,stockroom assistant
202464,ECD teacher ,1,childcare
202463,Sales assistant ,1,sales assistant
202444,Salesperson ,1,sales assistant
202443,Office administration ,1,admin assistant clerk
202442,Loan consultant ,1,advisers/consultants
202441,data administrator,1,admin assistant clerk
202440,Teachers assistant ,1,tutor
202439,Liqour shop Cashier,1,cashier
202438,Learnership ,1,learnership
202437,Multi media assistant ,1,Unclassified
202436,Dispatcher,1,Unclassified
202435,Merchandiser,1,stockroom assistant
202434,Education assistant,1,education assistant
202433,Food preparation ,1,food preparation
202431,Cashier,1,cashier
202430,Sales agent,1,sales assistant
202429,Qualified Motor Mechanic,1,maintenance
202445,Education assistant,1,education assistant
202446,Flowline Operator,1,Unclassified
202447,EXAM ASSISTANT,1,Unclassified
202456,Security officer ,1,security
202462,District logistics officer,1,it technician
202461,Intern,1,intern
202460,Customer service agent ,1,call centre agent
202459,Assistant,1,Unclassified
202458,Ecadre,1,Unclassified
202457,Sales Associate ,1,sales assistant
202455,Art and culture ,1,Unclassified
202448,Sales assistant/admin,1,admin assistant clerk
202454,Service attendant waiter ,1,waitron
202453,Education assistant,1,education assistant
202452,General worker ,1,general worker
202451,Bus brigade,1,covid19 screener
202450,Cleaner,1,cleaner
202449,Security Guard,1,security
202353,Cashier,1,cashier
202352,Clerk,1,admin assistant clerk
202351,Season Worker,1,Unclassified
202256,Integrated development plan and performance management system clerk  ,1,admin assistant clerk
202254,Journalist,1,Unclassified
202253,General worker,1,general worker
202252,MV/LV linesman ,1,Unclassified
202251,Sales associate ,1,sales assistant
202250,Intern,1,intern
202249,Clothing production learnership ,1,learnership
202248,Educator assistant,1,education assistant
202247,General school Assistant,1,education assistant
202246,receptionist,1,receptionist
202245,Data capture,1,data capturer
202244,Youth presenter (part time),1,Unclassified
202243,Motor machanic,1,Unclassified
202242,Admin clerk ,1,admin assistant clerk
202241,Sales executive ,1,sales assistant
202240,Administrator ,1,admin assistant clerk
202255,Cleaner,1,cleaner
202257,Security guard,1,security
202350,Administration support,1,admin assistant clerk
202258,Field worker ,1,Unclassified
202274,Reworks General Worker ,1,general worker
202273,Teacher assistant ,1,tutor
202272,Petrol attendant,1,petrol attendent
202271,Teacher assistant,1,tutor
202270,Electrical engineering  internship ,1,intern
202269,Lay counsellor,1,Unclassified
202268,Multi-Skilled Supervisor ,1,manager
202267,Telesales consultant ,1,sales assistant
202265,Security guard,1,security
202264,Education Assistant,1,education assistant
202263,Covid screener,1,covid19 screener
202262,Chauffeur,1,Unclassified
202261,Shop Assistant,1,sales assistant
202260,ICT Assistant,1,it technician
202259,Cashier/Shop assistant ,1,cashier
202239,web developer intern,1,intern
202238,Screener,1,covid19 screener
202237,Teaching Assistant ,1,tutor
202236,Packer,1,picker packer
202216,Laboratory Assistant,1,Unclassified
202215,ADMINISTRATIVE ASSISTANCE,1,admin assistant clerk
202214,Chef,1,food preparation
202213,Chief Food Handler,1,food preparation
202212,Internship program,1,intern
202211,Human Resources Administrator,1,admin assistant clerk
202210,Machine operator,1,machine operator
202209,Sale person,1,sales assistant
202208,Weighbridge clerk,1,admin assistant clerk
202207,Education assistant,1,education assistant
202206,Educator Assistant ,1,education assistant
202205,Financial literacy facilitator,1,facilitator
202204,Handyman ,1,maintenance
202203,Field Operation Officer,1,Unclassified
202202,Cashier ,1,cashier
202217,Merchandiser ,1,stockroom assistant
202218,Truck driver,1,driver
202219,Security officer ,1,security
202229,sprayer supervisor,1,manager
202235,SPF,1,Unclassified
202234,Customer service ,1,call centre agent
202233,Cooker/cashier ,1,cashier
202232,Merchandise ,1,stockroom assistant
202231,Learner,1,Unclassified
202230,Assistance Educator,1,Unclassified
202228,Cashier and General assistant ,1,cashier
202220,General school assistant ,1,education assistant
202227,lay counsellor intern,1,intern
202226,Assistant ,1,Unclassified
202225,Creating n designing ,1,designer
202224,Fieldworker ,1,Unclassified
202223,Administrator/Data Capturer,1,admin assistant clerk
202221,Call center agent ,1,call centre agent
202275,Welder,1,maintenance
202276,Educator Assistant ,1,education assistant
